Company_Code,Networth Next Year,Capital Employed,Net Working Capital ,Current Assets ,Total Sales,Retained Earnings,PBDT,PBIT,PBT,PBT_as_%_of_total_income,PAT,CP,Book Value (Adj.) (Unit Curr),EPS (Annualised) (Adjusted) (Unit Curr),APATM (%)[Latest],Creditors Velocity (Days),Total Liabilities,Total Equity,Market Value of Equity,total assets,Cost of Production,Current Ratio,Gross Block 
3714,0.71,172.24,111.12,157.75,341.55,3.23,-0.34,6.97,-4.34,-1.343653251,-4.92,-0.92,74.26,0,-27.12,38,127.87,5.98,11.42,133.85,326.58,0.67,113.01
71772,0.73,0.73,0.61,6.57,7.89,0.11,0.31,0.31,0.31,2.818181818,0.21,0.21,219.2,358.63,1.74,280,0.51,0.01,0,0.52,7.13,1.06,0
3680,0.75,6.55,0.39,10.15,1.02,1.08,-0.01,-0.09,-0.22,-0.203703704,-0.22,-0.01,1.24,0,0.96,1179,3.46,5.1,3.55,8.56,1.42,1.17,7.12
6448,0.75,33,14.71,24.65,46.1,0.24,0,2.36,-1.2,-5,-1.26,-0.06,3.45,0,0.13,51,31.95,3.04,0,34.99,40.19,1.03,27.25
52315,0.75,1.35,-0.5,1.59,9.56,0.1,0.36,0.25,0.08,0.8,0.06,0.34,24.64,1.5,1.42,41,0.35,0.41,0,0.76,6.48,1.28,1.86
70704,0.76,0.64,0.48,0.5,0,0.03,0.02,0.02,0.02,0.666666667,0.02,0.02,29.67,0.74,0,0,0.02,0.21,0,0.23,0.01,11.25,0
6765,0.77,1.42,0.73,1.16,3.93,0,0.1,0.05,0.02,0,0.01,0.09,16.05,0.12,-1.37,18,0.18,0.51,0,0.69,3.67,1.94,3.09
26096,0.78,0.88,-0.09,0.29,0.17,0,0.01,0.01,0.01,0,0.01,0.01,31.6,0.49,0,33,8,0.25,0,0.25,0.11,0.72,0.14
72090,0.78,4.02,3.25,4.72,6.07,0.16,0.27,0.54,0.15,0.9375,0.1,0.22,54.7,104,3.87,69,3.66,0.01,0,3.67,1.33,1.71,0.91
14861,0.8,0.94,0.15,0.15,0,0,-0.06,-0.09,-0.09,0,-0.09,-0.06,0.18,0,-33.33,0,2.48,5.26,1.24,5.26,0.04,0,0.82
36324,0.81,1.94,0.34,0.52,0,0.32,0.2,0.14,0.14,0.4375,0.14,0.2,0.88,0.14,0,0,1.04,10.2,0,11.24,0.09,1.05,2.56
957,0.86,0.94,-0.01,0.02,0,0.01,-0.07,-0.07,-0.07,-7,-0.07,-0.07,1.45,0,0,0,13.92,6.5,6.96,6.5,0.02,0.29,0
1509,0.86,0.82,-0.06,0,0.02,0.01,0,0,0,0,0,0,5.9,0.03,-350,0,10,1.39,0,1.39,0,0.07,0
3280,0.87,3.32,1.21,1.31,0.29,0.03,0.1,0.16,0.09,3,0.09,0.1,2.55,0.3,46.43,114,0.49,2.96,0,3.45,0.08,55.93,0.52
66134,0.87,0.76,0.25,0.32,0.79,0.02,0.17,0.15,0.15,7.5,0.1,0.12,37.96,5.19,5.13,0,3,0.2,0,0.2,0.4,6.87,0.51
71644,0.88,0.95,0.24,0.36,1.77,0.01,0.2,0.12,0.07,7,0.03,0.16,4.46,0.21,8.67,17,0.36,0.19,0,0.55,1.36,1.15,0.83
3548,0.89,2.42,-1.7,2.41,0.64,0,-6.55,-6.55,-6.55,0,-6.55,-6.55,1.19,0,-1.11,2592,0.03,10,10.88,10.03,0.6,0.58,0.08
4021,0.89,0.88,0.88,0.89,0,0.03,-0.1,-0.1,-0.1,-3.333333333,-0.1,-0.1,6.9,0,0,0,5.32,1.28,2.66,1.28,0,52.5,0
4536,0.91,1.71,0.15,0.9,2.19,0.06,-0.09,-0.16,-0.16,-2.666666667,-0.12,-0.05,2.75,0,43.7,31,19,5,9.5,5,2.35,2.36,3.11
6939,0.92,0.92,0.21,0.21,0.06,0,0,0,0,0,0,0,4.17,0,40,0,4.14,2.21,2.07,2.21,0.04,16.89,0
6895,0.93,0.95,0.01,0.02,0.04,0,0,0,0,0,0,0,39.54,0,-50,0,5,0.24,0,0.24,0,3.39,0
4037,0.94,1.26,0.27,0.47,1.56,0.09,0.14,0.1,0.07,0.777777778,0.09,0.16,1.8,0.2,18.97,4,0.45,4.52,4.67,4.97,1.33,1.83,11.03
5806,0.95,1.15,1.15,1.16,0,0.13,-0.08,-0.08,-0.08,-0.615384615,-0.08,-0.08,10.67,0,0,0,0.08,1,0,1.08,0.16,10.32,0
7303,0.96,3.03,-0.51,1.93,0.4,0,-1.98,,-1.98,0,-1.98,-1.98,6.05,0,2.74,2685,7,5,0,5,0.35,0.81,0.15
23274,0.97,0.96,0.72,0.74,0.76,0,0.02,0.02,0.02,0,0.02,0.02,16.93,0.43,0.2,0,5,0.57,0,0.57,0.7,74.45,0
14738,0.98,5.58,3.61,4.37,0.15,0.01,-3.78,-3.78,-3.78,-378,-3.83,-3.83,0.27,0,0,1069,3.6,12.75,1.47,16.35,0.1,0.95,6.56
70697,0.98,0.98,0.41,0.42,0,0.17,0,0,0,0,0,0,9.69,0,0,0,3,1.01,0,1.01,0,37,0
71348,0.98,3.66,3.01,3.09,5.22,0,0.07,0.14,0.06,0,0.04,0.05,7,0.29,4.5,1,2.72,0.9,0,3.62,5.76,1.81,0.52
5363,0.99,5.71,5.13,5.56,0,0.01,-0.19,-0.33,-0.33,-33,-0.21,-0.07,2.31,0,0,302,4.59,4.83,0.8,9.42,0.26,13.76,17.04
2508,1,2.58,-0.08,0.82,0,0.19,-0.05,-0.04,-0.07,-0.368421053,-0.07,-0.05,18.83,0,-0.64,3600,1.49,0.58,0,2.07,0.11,1.01,6.57
3283,1,1.28,1.22,1.43,0.09,0.89,0.73,0.7,0.68,0.764044944,0.61,0.66,3.05,2.04,-114.29,217,0.37,3,3.18,3.37,0.2,2.15,0.62
3914,1,6.62,4.86,6.03,51.71,0.32,-1.97,-1.79,-2.64,-8.25,-2.57,-1.9,3.44,0,0,2,5.12,4.36,5.57,9.48,53.29,15.64,21.1
25423,1,0.98,0.64,0.64,0.09,0,-0.02,-0.02,-0.02,0,-0.02,-0.02,9.09,0,50,0,2,1.08,0,1.08,0,0,0
70358,1,1,0.99,0.99,0,0.01,0,0,0,0,0,0,9.97,0.01,0,0,4,1,0,1,0,0,0
70785,1,1,1,1,0,0.01,0,0,0,0,0,0,9.99,0.01,0,0,5,1,0,1,0,0,0
3964,1.01,0.33,0.31,0.36,1.61,0,0.08,0.07,0.07,0,0.06,0.07,1.28,0.25,6.04,5,11,2.59,0,2.59,1.34,2.73,1.09
4250,1.01,8.89,5.04,11.96,16.19,0.04,0.6,1,0.12,3,0.12,0.6,1.99,0.29,0.74,108,4.37,4.3,1.96,8.67,14.7,1.39,9.8
4624,1.02,0.87,0.83,0.84,0.32,0,0,0,0,0,0,0,2.9,0,15.15,0,7.22,3.02,3.61,3.02,0.3,21.1,0.04
23415,1.02,0.98,0.07,0.17,0.11,0.01,-0.03,-0.03,-0.03,-3,-0.03,-0.03,8.4,0,50,0,8,1.16,0,1.16,0,10.64,0
3132,1.04,2.51,0.38,0.42,0,0.06,-0.67,-0.69,-0.69,-11.5,-0.69,-0.67,1.29,0,-400,0,1.28,8.24,1.02,9.52,0.02,1.18,5.16
5689,1.04,54.3,-6.68,1.64,0,0.03,-4.75,-1.12,-4.75,-158.3333333,-4.72,-4.72,18.14,0,0,0,45.45,4.61,36.88,50.06,0.65,0.02,0
7370,1.08,5.07,2.3,3.19,0.77,0.36,0.11,-0.45,-0.45,-1.25,-0.31,0.25,0.65,0,-45.59,17,4.52,8.44,2.53,12.96,1.25,39.9,17.03
2095,1.1,1.18,0.02,0.02,0.02,0,0,0,0,0,0,0,9.44,0.02,-400,0,6,1.25,0,1.25,0,0.35,0
3638,1.1,1.03,0.31,0.32,0,0.08,0.04,0.04,0.04,0.5,0.04,0.04,2.37,0.08,50,0,0.01,4.33,0,4.34,0,31.08,0
7569,1.1,2.74,-0.12,0.98,0.39,0,-5,-5.04,-5.04,0,-5.04,-5,3.55,0,1.1,933,7,7.73,0,7.73,0.45,0.87,1.29
4029,1.12,1.18,0.79,1.04,0,0.05,-0.03,-0.05,-0.05,-1,-0.05,-0.03,4.91,0,0,0,6,2.41,0,2.41,0.02,4.06,1.96
5233,1.13,8,4.28,5.79,7.79,0.17,0.16,0.63,0.04,0.235294118,0.12,0.24,1.9,0.2,0,35,6.46,5.86,0,12.32,6.23,1.13,8.9
2350,1.14,1.49,0.95,1.4,0.09,0.12,-0.1,-0.16,-0.16,-1.333333333,-0.16,-0.1,14.88,0,-1500,8,4,0.99,6.79,0.99,0.23,3.01,0.5
5941,1.14,1.83,0.75,0.82,0.28,0,-0.52,-0.52,-0.52,0,-0.52,-0.52,4.44,0,0,0,0.05,4.01,0.82,4.06,0.02,1.12,0.78
2546,1.15,1.2,0.99,1.19,0.4,0.19,-0.01,0.08,-0.01,-0.052631579,-0.01,-0.01,59.8,0,0,20,4,0.2,0,0.2,0.46,92.5,0.01
3461,1.15,1.15,0.56,0.59,0.16,0,0.13,0.13,0.13,0,0.06,0.06,47.48,2.33,33.33,365,1,0.24,0,0.24,0,23.8,0
1728,1.16,4.02,-0.31,5.77,3.25,0,0.35,0.13,0.13,0,0.09,0.31,4.34,0.36,0,0,2.95,2.47,12.79,5.42,6.72,0.68,4.68
71827,1.16,1.21,1.11,1.15,0,0.1,0.07,0.06,0.06,0.6,0.04,0.05,22.87,0.92,177.78,1095,8,0.49,0,0.49,0.01,43.21,0.01
71113,1.17,1.33,1.03,2.27,0.28,0,0.01,0.03,0.01,0,0.01,0.01,15.84,0.11,0,1158,0.16,0.74,0,0.9,0.18,2.15,0
2353,1.18,1.19,0.5,0.5,0,0.04,-0.02,-0.02,-0.02,-0.5,-0.02,-0.02,9.56,0,0,0,12,1.24,0,1.24,0.02,72.25,0
5061,1.18,20.83,0.27,0.45,0,0,-15.07,-15.07,-15.07,0,-15.07,-15.07,0.37,0,0,0,18.62,32.38,0,51,0.01,0.02,0.66
22455,1.18,1.21,0.12,0.13,0.15,0,0.02,0.02,0.02,0,0.02,0.02,10.53,0.16,0,0,6,1.15,0,1.15,0.05,8.39,0
5377,1.19,1.21,0,0,0,0,-0.03,-0.03,-0.03,0,-0.03,-0.03,2.43,0,0,0,4.46,5,2.23,5,0,0,0.01
969,1.21,1,0.97,1.17,3.92,0.01,0.27,0.27,0.27,27,0.19,0.19,6.44,1.2,3.94,60,6,1.55,0,1.55,3.49,2.01,0
4632,1.21,1.22,0.79,0.81,0,0.1,0.03,0.03,0.03,0.3,0.03,0.03,2.65,0.06,0,0,1.66,4.61,0.83,4.61,0.02,60.42,0
7518,1.21,1.22,0.2,0.2,0.02,0.01,0,0,0,0,0,0,24.4,0.03,-100,0,6,0.5,0,0.5,0,0,0
4811,1.22,1.36,0.12,0.15,0.27,0,0.19,0.19,0.19,0,0.16,0.16,4.52,0.54,38.46,0,12,3,0,3,0,4.1,0
1953,1.23,1.23,0,0,0.1,0,0.01,0.01,0.01,0,0.01,0.01,12.77,0.11,0,0,8,0.96,0,0.96,0.05,20.83,0
5316,1.23,1.22,0.21,0.22,0.06,0,0,0,0,0,0,0,5.39,0.01,-2.04,0,2,2.26,0,2.26,0.06,29.78,0
6837,1.29,1.39,1.31,1.32,0,0,-0.04,-0.04,-0.04,0,-0.04,-0.04,41.53,0,0,0,0.1,0.31,0,0.41,0,66,0
1700,1.3,3.32,0.29,0.31,3.42,0.61,0.02,0.14,0.01,0.016393443,0.01,0.02,64.72,0.46,2.08,406,1.76,0.24,0,2,2.35,21.77,0.12
26674,1.3,1.29,1.19,1.2,0,0.1,0.06,0.04,0.03,0.3,0.21,0.24,70.75,11.86,20,0,0.01,0.18,0,0.19,0.03,61,0.2
3844,1.31,2.01,1.08,1.59,1.73,0.12,0.03,-0.11,-0.11,-0.916666667,-0.07,0.07,5.1,0,-34.17,107,0.3,3.36,1.01,3.66,1.41,2.64,2.04
21311,1.31,1.39,-0.04,0.01,0,0.01,-5.27,-5.28,-5.28,-528,-5.28,-5.27,1.29,0,0.21,487,0.11,9.9,3.66,10.01,0.03,1.66,0.06
13649,1.34,3.24,-0.18,4.95,7.33,0,0.22,0.09,0.09,0,0.02,0.15,0.25,0,-4.79,158,2.44,11.06,1.22,11.06,6.98,0.62,0.51
71780,1.34,5.15,3.14,6.43,18.68,0.14,0.13,0.43,-0.03,-0.214285714,-0.11,0.05,10,0,3.91,89,4.14,1.02,0,5.16,17.28,1.11,1.97
22542,1.35,1.32,1.31,1.33,0.1,0,0.07,0.07,0.07,0,0.05,0.05,13.28,0.47,33.33,0,5,0.99,0,0.99,0.02,54,0.02
3696,1.37,6.78,2.07,2.69,0,0,0,0,0,0,0,0,2.4,0,0,0,5.37,5.84,6.64,11.21,0,0.91,7.03
15119,1.37,2.92,-0.86,1.46,0.45,0.03,-5.09,-5.09,-5.09,-169.6666667,-5.09,-5.09,3.65,0,0,1055,3.22,8,1.61,8,0.41,0.58,0.04
19904,1.39,1.84,1.1,1.53,4.2,0.02,0.29,0.24,0.21,10.5,0.13,0.21,72.89,5.39,4.46,2,0.04,0.24,0,0.28,3.18,2.27,1.23
68805,1.39,1.62,1.57,6.94,13.44,0.02,0.29,0.36,0.27,13.5,0.19,0.21,5,1.08,5.56,57,0.76,0.04,0,0.8,13.06,1.52,0.05
1303,1.41,1.42,1.41,1.43,0.15,0,-0.04,-0.04,-0.04,0,-0.04,-0.04,12.43,0,-9.09,13,4.4,1.14,2.2,1.14,0.13,95,0
70660,1.42,1.9,-0.62,4.08,7.98,0,0.01,-0.54,-0.66,0,-0.66,0.01,106.85,0,-5.2,29,5,0.18,0,0.18,7.49,0.83,4.73
2502,1.43,1.43,1.09,1.1,0,0,-0.12,-0.14,-0.14,0,-0.14,-0.12,6.97,0,-40,0,0.09,1.92,24.96,2.01,0.02,40,0.04
5115,1.44,4.17,0.13,0.15,0.19,0,-0.21,-0.24,-0.24,0,-0.23,-0.2,4.47,0,-500,0,2.63,3.45,0.81,6.08,0.14,0.11,0.5
1708,1.45,1.51,-0.94,0.18,0.43,0.5,0.26,0.17,0.15,0.3,0.19,0.3,13.12,1.93,6.67,120,0.2,1,0,1.2,0.53,0.08,3.1
14853,1.45,2.05,1.22,1.34,0.51,0.11,-0.14,-0.2,-0.25,-2.272727273,-0.25,-0.14,3.56,0,-72.92,22,0.2,5.21,1.9,5.41,0.69,2.27,1.9
4081,1.46,14.5,-0.01,0,0,0,-0.15,-0.15,-0.15,0,-0.15,-0.15,7.35,0,0,0,6.38,11.05,0,17.43,0,0.02,0.15
5767,1.47,1.7,1.28,1.61,1.5,0.08,0.1,0.08,0.06,0.75,0.04,0.08,17.13,0.43,-8.09,25,0.19,0.82,0,1.01,1.42,3.42,2.23
71786,1.47,3.26,2.03,7.78,21.58,0.03,0.84,0.78,0.69,23,0.45,0.6,8.42,3.35,2.98,24,2.02,0.01,0,2.03,19.99,1.17,1.52
854,1.48,1.46,1.05,1.06,0.09,0,0.04,0.04,0.04,0,0.03,0.03,7.48,0.14,30,0,6.54,1.95,3.27,1.95,0,55,0.04
6424,1.48,1.57,1.5,1.6,4.89,0.13,-0.09,-0.09,-0.09,-0.692307692,-0.1,-0.1,21.84,0,0.19,3,3,0.72,0,0.72,4.92,1.33,0.01
2443,1.51,1.55,1.52,1.52,0.01,0.07,0.01,0.01,0.01,0.142857143,0.01,0.01,15.22,0.06,100,0,5,0.98,2.39,0.98,0.03,0,0
5246,1.51,9.09,5.2,6.47,23.72,0.82,1.33,1.41,1.04,1.268292683,0.8,1.09,1.61,1.06,1.19,16,7.88,7.5,0,15.38,22.66,1.02,5.57
7619,1.51,1.77,0,0.03,0,0,-0.04,-0.04,-0.04,0,-0.04,-0.04,9.97,0,0,0,0.2,1.57,5.82,1.77,0,0.67,0
5184,1.53,2.08,0.96,1.17,5.12,0.03,0.14,0.09,0.06,2,0.05,0.13,1.05,0.04,1.71,14,0.65,13.6,4.08,14.25,5.05,4.27,0.3
7274,1.53,10.23,1.96,7.27,25.84,0.1,0.72,-0.14,-0.28,-2.8,-0.4,0.6,12.15,0,-1.52,37,6.06,1.99,0,8.05,25.11,0.74,25.54
8,1.55,5.82,3.6,5.77,11.24,0.01,0.34,0.59,0.14,14,0.06,0.26,16.47,0.66,0.85,36,4.34,0.9,0,5.24,10.07,1.11,3.79
1935,1.56,1.51,0.03,0.04,0.09,0,0.06,0.06,0.06,0,0.06,0.06,15.44,0.6,55.56,0,2,0.98,0,0.98,0,8,0
1858,1.57,1.52,0.05,0.06,0.09,0,0.06,0.06,0.06,0,0.06,0.06,15.19,0.61,66.67,0,32,1,0,1,0,27,0
4208,1.57,6,0.28,3.81,4.04,0.22,0.74,0.09,0.08,0.363636364,0.08,0.74,3.14,0.13,-24.25,387,3.99,6.39,4.3,10.38,3.41,1.81,17.31
6252,1.57,3.22,-0.98,0.04,0,0,-0.05,-0.21,-0.21,0,-0.22,-0.06,7.51,0,0,21,0.36,3.68,0.29,4.04,0.17,0.09,2.76
7524,1.57,1.66,-0.17,0,0.17,0,0.1,0.1,0.1,0,0.08,0.08,15.12,0.71,53.33,0,0.66,1.1,0.33,1.1,0,0,0
5161,1.58,1.84,1.71,2,0.02,0,-0.11,-0.11,-0.11,0,-0.11,-0.11,3.35,0,-18.18,0,2.64,5.5,1.32,5.5,0.07,6.34,0
1702,1.59,1.52,1.21,2.16,4.24,0.07,0.24,0.21,0.21,3,0.11,0.14,15.97,1.15,2.9,13,4,0.95,0,0.95,3.72,1.91,1.42
2980,1.59,1.32,1.19,1.89,1.79,0.04,0.56,0.55,0.55,13.75,0.38,0.39,12.65,3.65,-19.32,89,9,1.04,0,1.04,0.8,3.97,0.08
4089,1.6,1.58,1.1,1.11,0,0.1,0.05,0.05,0.05,0.5,0.04,0.04,1.8,0.04,0,0,7,8.75,0,8.75,0.02,0,0
4885,1.64,2.33,-0.03,0.01,0.02,0,-0.04,-0.04,-0.04,0,-0.04,-0.04,5,0,0,0,0.15,3.4,0,3.55,0,2.24,0
3877,1.65,1.79,1.8,3.52,28.13,0.01,0.01,0.01,0.01,1,0.01,0.01,4.38,0.02,-33.33,11,1.14,3.76,0.57,3.76,28.05,89,0
6365,1.66,2.4,1.18,1.59,1.27,0,0.04,0.03,0.03,0,0.02,0.03,4,0.1,1.15,141,0.76,4.11,21.38,4.87,1.08,1.22,0.03
1699,1.68,1.65,1.52,1.86,0.48,0.1,0.08,0.07,0.07,0.7,0.05,0.06,68.73,1.93,33.33,123,5,0.24,0,0.24,0.43,63.2,0.1
6027,1.69,10.88,7.63,11.25,17.69,0.11,0.63,1.39,0.36,3.272727273,0.24,0.51,3.42,0.49,0.18,43,8.71,4.85,0,13.56,15.97,1.8,8.71
20892,1.69,0.93,0.93,0.97,0.12,0,-3.06,-3.13,-3.13,0,-2.16,-2.09,0.91,0,-16.67,0,1.02,10.2,0.51,10.2,0.12,14.73,2.63
70833,1.69,1.6,0.44,1.39,2.13,0.02,0.5,0.46,0.44,22,0.3,0.36,25.96,4.88,16.26,102,7,0.46,0,0.46,0.65,5.11,0.91
4451,1.7,1.81,0.97,1,0.07,0,0,-0.16,-0.16,0,-0.16,0,6.01,0,-75,0,11,3.01,0,3.01,0.16,22.42,1
2257,1.71,17.71,15.23,24.97,29.33,0.22,-3.09,-2.53,-3.66,-16.63636364,-3.39,-2.82,4.4,0,3.52,60,12.19,3.52,12.26,15.71,27.64,1.42,3.05
3224,1.71,6.27,3.79,4.03,0,0.24,-0.03,0.1,-0.14,-0.583333333,-0.12,-0.01,1.48,0,0,498,3.97,13.8,2.54,17.77,0.11,3.84,2.99
5059,1.73,1.72,0.29,0.29,0.06,0,0.02,0.02,0.02,0,0.02,0.02,5.28,0.06,12.5,0,0.6,3.25,0.3,3.25,0.02,0,0.06
6382,1.75,2.14,0.94,0.99,1.59,0.05,0.05,0.03,0.03,0.6,0.03,0.05,5.15,0.06,-3.62,10,0.02,4.11,1.01,4.13,1.55,8.71,1.34
1460,1.76,1.7,0,0.02,0,0.19,0.05,0.09,0.05,0.263157895,0.05,0.05,13.2,0.39,0,0,0.06,1.24,0,1.3,0.01,0.88,1.52
2983,1.76,1.95,1.65,1.83,0.55,0.11,0.03,0.01,0.01,0.090909091,0.01,0.03,4.1,0.01,3.13,97,3.8,4.75,1.9,4.75,0.45,7.64,0.15
5286,1.77,1.84,0.05,0.18,0,0,-0.03,-0.04,-0.04,0,-0.04,-0.03,8.91,0,0.51,1916,12.54,2.07,6.27,2.07,0.02,1.02,0.29
68974,1.78,0.75,0.75,0.77,0,0,0,0,0,0,0,0,56.85,0,1.46,0,6,0.75,0,0.75,0,1.31,0
71777,1.78,13.66,10.52,21.04,38.69,0.05,1.49,3.17,0.19,3.8,1.32,2.62,1.24,1.89,2.31,77,12.68,7,0,19.68,25.96,1.37,5.25
2250,1.79,1.79,0,0.03,0,0.07,0.04,0.03,0.03,0.428571429,0.03,0.04,17.18,0.24,0,0,27.66,1.04,13.83,1.04,0.02,1.67,0.05
3921,1.81,2.61,1.3,1.34,0.15,0,0.09,0.08,0.08,0,0.06,0.07,6.63,0.21,58,0,3.18,2.75,1.59,2.75,0.08,32.2,0.31
6403,1.81,1.76,1.44,1.69,3.44,0.01,0.1,0.1,0.1,10,0.07,0.07,35.87,1.52,1.82,0,4,0.49,0,0.49,3.32,0.94,0.25
1850,1.84,58.96,5.63,22.44,226.76,0.09,0.13,0.24,0.13,1.444444444,0.06,0.06,11.79,0.01,0.39,19,54.9,50.01,27.45,50.01,226.3,1.09,0.01
2432,1.85,1.83,1.31,1.57,1.51,0,0.07,0.06,0.06,0,0.04,0.05,14.76,0.31,3.87,0,12,1.24,0,1.24,1.4,6.01,0.3
70596,1.86,2.29,2.28,2.8,1.09,0.07,0.1,0.09,0.09,1.285714286,0.06,0.07,1.29,0.04,4.17,0,0.44,1.43,0,1.87,0.03,3.44,0
71740,1.87,2.26,-0.16,2.01,6.14,0.08,0.23,0.18,0.12,1.5,0.06,0.17,9.19,0.29,7.76,394,0.33,2.01,0,2.34,1.1,0.56,1.19
43528,1.89,3.06,2.47,5.62,5.81,0.2,0.39,0.43,0.2,1,0.14,0.33,112.65,12.51,10.3,137,1.81,0.11,0,1.92,5.1,1.37,1.13
4746,1.9,10.61,-2.69,1.04,6.25,0.08,-1.44,-2.31,-2.38,-29.75,-2.38,-1.44,6.23,0,-62.46,396,3.54,10.54,0,14.08,3.4,0.16,24.6
6399,1.9,2.98,0.63,0.72,0,0.21,0.1,0.02,0.02,0.095238095,0.02,0.1,18.93,0.16,0,0,0.8,1,0,1.8,0.13,0.85,2.12
27360,1.9,222.43,-138.28,155.08,346.81,14.5,67.46,58.45,41.74,2.87862069,23.12,48.84,-7.16,16.52,6.36,192,164.29,14,58.24,178.29,262.2,0.41,506.07
3771,1.91,2.64,-0.09,0.83,0.02,0.34,0.11,0.08,0.08,0.235294118,0.08,0.11,5.33,0.23,2.69,1767,0.59,3.48,0,4.07,0.19,1.6,2.54
22541,1.91,1.91,0.52,0.53,0,0.34,0.03,0.03,0.03,0.088235294,0.03,0.03,79.44,1.37,3.7,13,2,0.24,0,0.24,0.27,43.37,0.04
3060,1.92,3.99,-1.07,3.09,1.95,0,-5.83,-5.84,-5.84,0,-5.84,-5.83,0.76,0,0,846,47.4,10.53,23.7,10.53,1.78,0.75,0.55
2917,1.93,1.95,1.46,1.49,0,0.19,0.07,0.07,0.07,0.368421053,0.07,0.07,3.97,0.15,0,183,0.04,2.4,1.47,2.44,0.03,63.07,0.04
3245,1.95,2.56,0.47,12.3,0.54,0,0.02,0.02,0.02,0,0.02,0.02,0.32,0,1.32,1192,0.67,5.9,0,6.57,0.45,1.14,0
3521,1.95,3.04,2.05,3.29,5.53,0.15,-0.74,-0.91,-0.95,-6.333333333,-0.94,-0.73,8.48,0,-6.09,62,0.13,3.04,5.02,3.17,5.18,1.41,7.76
26991,1.95,2.27,0.5,0.63,2.06,0,0.07,0.04,0.04,0,0.03,0.06,181.18,2.52,-143.48,17,3,0.13,0,0.13,1.71,3.46,0.22
4247,1.96,1.87,1.85,1.86,0.16,0,0.07,0.07,0.07,0,0.07,0.07,4.67,0.18,41.18,0,4.12,4,2.06,4,0,133.75,0
5415,1.97,7.97,7.98,7.97,0,0,-0.02,-0.02,-0.02,0,-0.02,-0.02,5.7,0,0,0,5.97,3.51,0,9.48,0,1.33,0
662,1.98,2.45,0.28,1.33,-14.59,15.6,0.34,0.32,0.32,0.020512821,0.32,0.34,2.2,0.29,13.33,0,4.26,11,2.13,11,0.29,2.12,0.14
71775,1.98,4.73,4.29,8.15,6.36,0.02,0.17,0.33,0.14,7,0.1,0.13,11.16,1.16,2.7,84,3.81,0.82,0,4.63,5.89,1.12,0.44
4978,1.99,2.63,0.1,0.24,0,0,-5.21,-5.21,-5.21,0,-5.21,-5.21,3.23,0,0,0,0.58,6.35,1.91,6.93,0,1.36,0.02
483,2.01,9.4,9.39,11.82,0,0.01,-0.23,-0.12,-0.23,-23,-0.18,-0.18,1.65,0,45.26,104,6.88,3.57,12.8,10.45,0.22,1.37,0
3517,2.05,2.63,-0.77,3.19,4.53,0.51,-0.14,-0.31,-0.39,-0.764705882,-0.31,-0.06,9.91,0,-10.34,48,0.25,2,0,2.25,4.4,0.64,8.55
24605,2.05,7.53,-0.05,1.55,2.85,0.62,-0.53,-0.56,-0.74,-1.193548387,-0.79,-0.58,216.93,0,-67.32,5,3.77,0.09,0,3.86,3.5,0.22,9.07
22462,2.08,4.3,1.24,1.25,0,0,-0.09,-0.09,-0.09,0,-0.09,-0.09,143.51,0,0,0,4,0.16,0,0.16,0,114.01,0
4747,2.09,2.57,0.42,1.52,0,0.11,0.02,0.02,0.02,0.181818182,0.02,0.02,4.79,0.03,0,18250,5.94,5.37,2.97,5.37,0.01,39,0
6270,2.1,9.87,-0.4,1.8,11.13,0.02,-0.69,-0.68,-0.97,-48.5,-0.97,-0.69,8.6,0,-14.24,80,6.7,3.07,0,9.77,10.05,0.69,16.49
4327,2.11,3.03,-1.1,5.4,8.22,0.02,1.8,1.59,1.59,79.5,1.59,1.8,0.93,1.36,9.26,127,0.71,11.69,0,12.4,5.39,0.98,22.17
4491,2.12,3.4,0.32,0.78,0.1,0.09,-3.45,-3.68,-3.68,-40.88888889,-3.68,-3.45,4.25,0,-47.37,369,14.9,8,7.45,8,0.41,0.68,5.23
4564,2.12,2.05,0.22,0.23,0.07,0.1,0.08,0.08,0.08,0.8,0.08,0.08,27.3,1.11,-9.09,0,6,0.75,2.51,0.75,0.03,20.74,0.12
6046,2.12,2.46,0.32,0.61,0.08,0,-0.02,0.03,-0.02,0,-0.02,-0.02,21.1,0,40,0,0.35,1,0,1.35,0,4.05,0.12
7777,2.13,1.56,1.15,1.16,0.09,0,0.01,0.01,0.01,0,0.01,0.01,8.36,0.12,31.82,91,11,1.14,0,1.14,0.01,55.56,0
72120,2.13,8.07,5.11,6.01,22.02,0.02,0.45,0.61,0.18,9,0.14,0.41,10.91,1.11,0.87,6,6.7,1.25,0,7.95,20.11,1.26,5.35
6092,2.14,3.63,2.14,2.37,1.25,0.28,-0.43,-0.56,-0.61,-2.178571429,-0.59,-0.41,5.61,0,-11.93,32,1.05,4.55,6.98,5.6,1.5,1.97,1.26
1101,2.15,3.94,3.54,5.53,4.07,0.47,0.23,0.33,0.17,0.361702128,0.16,0.22,11.68,0.78,-3.54,742,1.63,1.98,3.41,3.61,2.71,1.39,0.72
7012,2.15,39.6,1.59,9.75,10.29,3.99,-2.24,-0.19,-4.92,-1.233082707,-4.04,-1.36,2.45,0,0.7,172,38.23,5,146.95,43.23,9.67,1.16,38.28
