Company_Code,Networth Next Year,Capital Employed,Net Working Capital ,Current Assets ,Total Sales,Retained Earnings,PBDT,PBIT,PBT,PBT_as_%_of_total_income,PAT,CP,Book Value (Adj.) (Unit Curr),EPS (Annualised) (Adjusted) (Unit Curr),APATM (%)[Latest],Creditors Velocity (Days),Total Liabilities,Total Equity,Market Value of Equity,total assets,Cost of Production,Current Ratio,Gross Block 
43639,33.38,31.28,6.06,7.39,5.44,0.07,0.12,0.06,0.06,0.857142857,0.04,0.1,14.42,0.02,1.2,68,30.06,21.69,15.03,21.69,5.11,1.85,0.29
13185,33.41,51.29,4.59,6.03,3.61,0.15,0.88,-1.33,-1.86,-12.4,-1.41,1.33,33.47,0,-23.28,14,5.1,10.37,0,15.47,4.45,3.26,45.66
24233,33.44,38.96,5.96,13.45,2.5,0.24,0.18,1.39,0.11,0.458333333,0.26,0.33,55.34,0.44,1.47,0,,6,0,6,0.5,1.98,2.41
7658,33.5,54.45,50.32,119.93,528.35,1.05,2.87,6.5,1.85,1.761904762,1.53,2.55,49.51,2.29,0.08,10,21.24,6.71,0,27.95,490.24,1.26,13.27
269,33.52,83.88,73.54,102.66,176.77,1.33,-0.2,1.77,-3.18,-2.390977444,-2.2,0.78,126.22,0,0.09,27,50.05,2.65,0,52.7,177.64,1.38,30.7
3747,33.52,40.73,18.88,30.06,73.2,2.57,2.27,2.22,2,0.778210117,1.55,1.82,11.6,0.56,5.75,43,8.09,27.67,9.41,35.76,61.07,2.29,26.21
61,33.53,90.15,6.9,58.72,121.52,1.32,-6.27,-2.63,-8.69,-6.583333333,-7.25,-4.83,10.82,0,-11.39,89,39.83,14.36,53.7,54.19,104.56,0.77,108.19
6310,33.53,156.57,155.58,162.52,18.33,0,3.34,13,3.26,0,2.19,2.27,45.21,3.13,14.57,31,124.7,7,33.36,131.7,3.12,29.44,1.96
6857,33.58,123.79,3.65,4.68,12.07,0.17,3.27,6.12,2.16,12.70588235,1.49,2.6,3.33,0.15,-15.9,0,79.4,10.05,5.63,89.45,5.47,1.46,48.78
24945,33.58,70.39,43.85,70.04,504.14,0,5.73,8.51,4.91,0,5,5.82,269.78,50.43,1.04,5,43.63,0.99,0,44.62,520.24,1.15,21.57
1194,33.73,70.01,18.78,50.25,107.51,0.21,9.25,11.73,4.98,23.71428571,3.59,7.86,30.23,3.61,3.61,80,36.79,9.93,20.01,46.72,89.25,0.89,83.41
2396,33.86,371.06,135.18,221.64,412.24,12.73,7.47,35.99,-8.71,-0.684210526,-8.71,7.47,27.93,0,-5.82,53,271.12,19.67,12.34,290.79,368.13,0.88,382.6
40177,33.9,39.63,7.25,9.61,0.66,0,-0.36,-0.1,-0.36,0,-0.36,-0.36,39.03,0,-100,0,5.3,8.8,0,14.1,0.22,1.38,0.12
2285,33.96,63.46,27.64,92.35,151.55,0.57,10.38,10.99,6.53,11.45614035,4.16,8.01,3.5,0.53,4.32,124,32.82,7.74,99.94,40.56,114.39,1.19,50.81
6233,33.96,36.45,-4.32,29.99,0.31,0.01,-0.93,-1.01,-1.21,-121,-1.17,-0.89,12.31,0,5.07,649,0.15,25.18,30.34,25.33,0.72,0.96,1.61
27966,33.97,41.08,-0.95,0.12,0.04,0,-0.09,-0.09,-0.09,0,-0.09,-0.09,39.58,0,-400,304,6.02,8.61,3.01,8.61,0.06,0.1,0.29
4141,34.06,118.19,49.3,67.23,157.05,3.03,4.02,10.03,2.77,0.914191419,1.66,2.91,24,0.92,-86.67,18,72.86,3.6,21.85,76.46,143.67,2.17,43.36
5096,34.11,90.06,72.34,81.94,166.83,1.15,2.51,3.55,1.77,1.539130435,1.46,2.2,15,0.77,0.57,12,61.63,18.96,104.74,80.59,154.12,1.17,14.88
2837,34.15,36.51,28.6,30.57,24.27,0.01,0.38,0.03,0.02,2,0.33,0.69,26.28,0.25,0.06,21,2.21,12.99,4.45,15.2,28.74,15.17,2.75
44615,34.3,34.36,33.31,33.54,1.17,0,0.16,0.1,0.09,0,0.02,0.09,20.22,0.01,0.28,358,0.11,16.94,0,17.05,0.44,3.64,0.29
12828,34.39,36.32,14.73,46.34,23.09,0.12,0.44,-0.32,-0.48,-4,-1.9,-0.98,12.33,0,5.22,294,26.98,28.59,13.49,28.59,21.28,1.47,26.75
5940,34.42,68.62,66.98,230.25,627.79,2.14,8.57,16.12,8.57,4.004672897,5.75,5.75,25.1,4.21,-0.4,53,27.49,13.2,16.09,40.69,608.99,1.28,0.04
28174,34.43,43.06,36.38,42.22,31.74,0.25,-0.82,-0.62,-1.98,-7.92,-2.02,-0.86,16.48,0,-0.67,38,7.48,10.78,8.95,18.26,28.17,2.93,14.86
4256,34.45,47.13,8.23,14.49,24.24,1.16,5.34,4.49,2.38,2.051724138,2.45,5.41,19.9,1.39,5.64,71,11.57,16.93,13.49,28.5,15.51,1.44,48.49
3845,34.5,63.94,0.24,1.55,1.59,0.02,0.2,-0.03,-0.06,-3,-0.04,0.22,27.61,0,26.77,490,0.91,13.05,21.06,13.96,0.8,1.9,3.16
13554,34.54,187.41,165.96,220.99,568.37,0,10,21.93,7.88,0,4.57,6.69,88.05,12.38,0.95,30,154.92,3.69,17.01,158.61,466.34,1.4,31.43
24255,34.54,34.47,1.34,1.37,0.1,0,0.01,0.01,0.01,0,0,0,123.14,0,21.23,61,,2.8,0,2.8,0.05,4.38,0.02
40513,34.54,78.95,22.35,48.16,54.5,0.58,3.33,4.85,0.46,0.793103448,0.13,3,23.27,0,-0.19,93,40.32,16.31,33.84,56.63,45.72,1.71,56.41
71829,34.58,112.04,90.4,120.11,138.24,5,10.35,15.92,9.21,1.842,7.99,9.13,16.53,4.41,5.65,36,80.95,9.05,0,90,144.07,1.17,7.4
6121,34.69,36.33,8.12,13.41,3.36,0,0.5,-0.12,-0.13,0,-0.08,0.55,22.68,0,-2450,115,1.73,15.26,4.97,16.99,2.54,2.43,6.82
2724,34.81,41.03,11.69,18.87,39.6,3.18,5.52,5.71,4.67,1.468553459,3.29,4.14,115.02,11.04,-1.39,40,6.73,2.98,35.73,9.71,29.66,1.25,21.29
24442,34.86,49.61,49.58,49.66,7.46,0,-0.39,0.36,-0.41,0,-1.91,-1.89,33.5,0,-53.77,8,11.46,11.38,27.88,22.84,4.18,2.91,1.1
44042,34.88,19.7,6.01,20.66,0.08,0.01,-0.26,-0.37,-0.37,-37,-0.37,-0.26,27.17,0,-1625,23,3.28,5.94,3.39,9.22,0.31,3.73,10.17
7391,34.89,52.24,23.67,50.59,92.62,2.31,9.36,8.09,6.57,2.844155844,4.45,7.24,58.54,7.82,4.72,83,20.55,5.41,0,25.96,81.1,1.15,56
5865,34.95,25.42,12.61,21.61,65.38,0.47,1.75,1.48,1.18,2.510638298,0.83,1.4,12.76,0.43,-0.73,36,0.01,19.24,50.6,19.25,62.7,1.43,45.21
6540,34.96,31.97,25.47,37.29,115.27,0.25,7.22,6.53,6.5,26,4.52,5.24,87.91,12.04,4.22,35,,3.57,0,3.57,99.03,3.8,14.26
43958,35.05,35.61,4.66,12.54,21.71,0.01,6.89,7.08,5.39,539,3.37,4.87,22.64,3.32,28.1,130,12.62,8.46,0,21.08,3.48,1.37,23.51
22430,35.07,38.55,22.13,36.57,42.82,0.57,2.14,2.27,0.61,1.070175439,0.56,2.09,15.15,0.32,3.39,24,11.49,17.55,0,29.04,35.42,1.32,10.33
5553,35.09,31.63,22.67,23.75,3.77,0.21,1.08,1.02,1.02,4.857142857,0.37,0.43,2.21,0.02,15.3,9,307.64,7.15,153.82,7.15,1.08,2.2,1.11
4207,35.14,66.43,27.95,32.51,127.84,0.02,4.12,4.14,1.4,70,0.71,3.43,0.96,0.02,0.1,3,32.11,36.03,27.56,68.14,101.7,1.63,46.33
6103,35.14,66.15,18.31,48.26,130.29,1.73,3,4.58,-0.05,-0.028901734,-0.1,2.95,11.58,0,3.69,53,32.3,4.68,22.92,36.98,119.05,1.05,54.93
27275,35.19,59.38,34.32,50.74,83.66,0.72,4.69,6.05,3.21,4.458333333,2.14,3.62,23.47,1.57,1.66,51,27.27,13.68,33.72,40.95,69.78,1.28,22.19
1778,35.2,53.83,9.95,15.58,99.28,0.29,8.28,13.06,8.28,28.55172414,6.76,6.76,333.82,105.61,48.56,0,32.41,0.64,0,33.05,87.63,1.04,0.01
5779,35.26,50.47,10.91,25.44,19.87,1.16,2.25,4.48,1.4,1.206896552,0.9,1.75,63.8,1.63,0.72,107,15.16,5.53,20.32,20.69,7.29,1.25,30.48
42896,35.29,35.31,17.33,17.77,3.18,0.12,2.55,1.29,1.26,10.5,1.22,2.51,1.39,0.05,36.06,105,0.3,24.77,548.54,25.07,1.64,18.28,19.17
1412,35.47,49.53,-0.12,0.65,0,2.38,2.34,2.34,2.34,0.983193277,1.57,1.57,124.59,5.8,0,0,,2.7,0,2.7,0,0.92,1.2
1504,35.59,147.84,34.64,80.68,234.55,16.69,14.77,21.62,9.05,0.542240863,6.51,12.23,90.39,9.86,2.32,35,84.28,3.99,16.63,88.27,215.75,0.96,149.91
6285,35.59,33.43,3.08,5.42,6.52,0.36,5.74,5.71,5.67,15.75,5,5.07,110.76,16.07,70.16,11,,3,0,3,0.82,3.05,0.46
1830,35.64,102.74,148.75,181.46,221.3,6.25,9.97,12.91,2.83,0.4528,4.29,11.43,508.12,58.64,0.51,38,62.28,6.96,138.3,69.24,199.92,2.25,73.24
6070,35.67,82.75,69.6,71.8,15.24,0.01,4.45,9.79,4.23,423,2.78,3,49.6,3.77,15.08,0,48.31,6.92,85.87,55.23,2.91,1.46,2.4
1286,35.75,45.54,8.73,12.02,3.66,2.19,1.44,1.12,1.12,0.511415525,1.3,1.62,670.23,19.18,5.67,24,7,0.68,28.08,0.68,3.26,0.34,11.77
7713,35.82,45.34,16.86,37.05,126.2,2.6,10.19,9.05,6.6,2.538461538,4.55,8.14,63.94,8.34,3.96,24,12.67,2.54,16.19,15.21,110.08,1.15,46.25
38364,35.9,54.5,30.71,38.69,52.16,0.73,-1.95,-1.41,-3.53,-4.835616438,-3.53,-1.95,44.54,0,0.69,17,17.89,8,0,25.89,48.04,1.81,38.61
4928,36.05,36.21,24.76,90.76,176.23,1.09,4.13,4.27,4.12,3.779816514,2.72,2.73,2.21,0.17,1.23,94,0.95,31.9,2697.15,32.85,170.64,1.9,0.11
16379,36.06,36.05,15,19.34,24.76,0.7,6.32,4.55,4.2,6,3.63,5.75,59.9,7.05,15.78,3,5.32,5.01,0,10.33,17.38,2.56,32.79
4819,36.26,113.07,71.05,110.95,318.62,0.64,6.28,13.55,3.03,4.734375,2.15,5.4,22.89,1.23,0.83,25,75.99,14.61,207.46,90.6,317.84,1.24,122.86
26301,36.49,37.8,0.28,1.93,4.36,0.01,2.58,2.57,2.37,237,2.13,2.34,52.32,3.29,57.55,12,3.94,6.47,0,10.41,1.02,0.82,2.07
14369,36.53,41.37,38.72,42.61,15.17,1.52,-3.07,-2.96,-3.36,-2.210526316,-3.36,-3.07,18.92,0,2.56,73,3.22,10.03,6.12,13.25,17.07,8.51,24.11
1436,36.57,722.84,134.29,278.94,574.02,9.55,-46.67,-11.61,-76.35,-7.994764398,-52.76,-23.08,20.01,0,4.31,105,675.24,23.79,45.32,699.03,501.19,0.75,774.53
71568,36.71,83.62,7.4,59.65,129.05,1.48,7.31,9.21,4.7,3.175675676,4.12,6.73,34.56,4.41,2.99,116,22.39,9.34,0,31.73,88.43,0.93,59.76
43787,36.82,43.46,40.24,64.91,245.82,0.61,9.46,8.71,8.44,13.83606557,5.78,6.8,27.92,5.47,3.45,29,13.25,4.23,59.63,17.48,232.26,1.9,7.55
67799,36.86,48.56,1,2.79,6.14,0.52,0.98,0.94,0.89,1.711538462,0.58,0.67,16.06,0.42,21.12,32,25.86,14,0,39.86,4.32,1.45,8.72
5148,36.89,80.85,33.2,74.94,119.57,0.98,2.57,,0.81,0.826530612,0.6,2.36,51.87,0.87,0.29,106,44.41,6.9,46.1,51.31,112.72,1.31,65.8
3598,36.95,33.7,11.44,28.26,59.73,0.54,4.47,0.63,0.52,0.962962963,0.52,4.47,9.7,0.18,0.21,42,5.32,29,29.78,34.32,56.24,1.3,88.28
30439,37.08,46.91,12.94,13.18,3.8,0,0.92,0.03,0.03,0,0.02,0.91,50.57,0.02,0.36,0,4.39,8,3.55,12.39,2.84,3.74,25.91
20238,37.09,48.83,3.17,11.45,61.02,1.45,4.92,2.29,1.46,1.006896552,0.96,4.42,272.3,7.84,1.21,12,14.07,1.16,0,15.23,54.74,0.7,69.16
2151,37.2,37.03,3.96,10.55,29.92,5.28,7.29,6.22,6.13,1.160984848,5.33,6.49,585.99,76.89,5.38,19,0.25,0.63,0,0.88,25.7,2.03,16.14
6082,37.32,35.3,16.76,53.04,105.87,2.9,10.5,9.65,8.97,3.093103448,5.81,7.34,77,14.93,10.7,96,5.51,3.81,38.94,9.32,95.23,1.46,32.54
5399,37.43,148.51,116.72,133.97,159.77,1.45,9.18,11.42,5.9,4.068965517,3.98,7.26,27.44,3.31,3.08,16,114.11,11.95,0,126.06,146.23,1.06,59.71
6606,37.5,42.05,40.84,51.02,162.28,0.04,0.48,0.36,0.35,8.75,0.23,0.36,16.05,0.1,0.02,34,5,23.08,8.45,28.08,152.87,1.29,0.43
43805,37.66,39.14,23.03,23.61,0.78,0,0.26,0.23,0.23,0,0.16,0.19,1.97,0.01,7.04,0,190.44,19.04,95.22,19.04,0.21,2.82,0.11
1467,37.73,50.05,-7.97,6.65,48.48,0.55,10.02,7.21,5.52,10.03636364,3.6,8.1,7.36,0.69,14.74,34,14.83,9.24,198.74,24.07,32.06,0.44,91.86
5179,37.79,38.5,8.92,9.32,2.66,0,1.92,2.3,1.89,0,1.75,1.78,27.42,1.36,82.27,14,3.26,12.85,21.97,16.11,0.12,3.59,0.29
4753,37.86,60.41,-3.66,8.65,62.39,0.71,8.97,7.2,3.96,5.577464789,2.89,7.9,31.51,2.18,3.49,12,22.77,11.93,45.69,34.7,43.43,0.59,89.91
27678,37.86,154.88,81.02,108,66.21,1.48,-17.6,-5.86,-21.38,-14.44594595,-20.95,-17.17,33.79,0,0.05,103,117.37,10.96,30.69,128.33,69.7,1.1,62.67
1389,37.87,58.95,19.53,43.14,121.5,1.25,2.56,5.52,0.52,0.416,0.35,2.39,31.95,0.33,0.38,49,23.01,10.59,38.94,33.6,109.1,1.42,87.04
1741,37.98,72.34,28.37,51.87,173.84,3.72,4.41,8.5,1.04,0.279569892,1.44,4.81,4.63,0.18,0.81,27,34.04,8,10.16,42.04,161.63,1.08,71.68
66790,38.09,73.71,40.81,69.73,80.94,1.9,4.09,3.73,0.72,0.378947368,4.98,8.35,6139.83,1047.98,9.13,111,44.55,0.48,0,45.03,66.79,1.44,56.1
14207,38.14,42.33,10.01,14.92,6.43,1.24,0.16,-0.52,-0.53,-0.427419355,-0.98,-0.29,36.17,0,10.32,41,1.8,11.2,17.58,13,6.51,2.85,16.12
5977,38.16,23.69,9.27,15.09,298.41,0.1,0.4,0.63,0.31,3.1,0.1,0.19,1.09,0.01,0,0,4.5,5.89,24,10.39,297.45,1.66,5.4
72040,38.21,80.67,17.87,39.59,49.19,0.26,3.89,5.57,0.1,0.384615385,0.09,3.88,19.56,0.05,3.76,52,41.03,19.19,0,60.22,37.02,0.74,82.76
7338,38.29,47.26,15.53,31.47,94.34,0.58,2.79,2.82,1.51,2.603448276,1.03,2.31,19.2,0.5,-3.04,29,10.38,19.19,3022.83,29.57,89.68,1.51,23.92
5053,38.32,224.18,215.09,254.04,190.68,1.24,1.63,33.37,0.66,0.532258065,0.53,1.5,186.26,1.78,-34.25,86,168.34,3,9.93,171.34,156.89,1.18,16.9
41316,38.34,36.44,35.92,36.94,3.51,0.02,2.94,2.93,2.89,144.5,1.95,2,12.15,0.65,5.21,0,303,30,151.5,30,0.45,30.69,0.58
4519,38.37,38.21,2.39,5.46,2.83,0.03,0.04,-0.07,-0.07,-2.333333333,-0.07,0.04,11.39,0,0.08,193,0.1,33.46,12.08,33.56,2.88,1.31,1.98
24848,38.43,95,67.28,99.24,497.72,1.08,8.33,11.88,3.91,3.62037037,2.74,7.16,132.79,10.58,1.28,17,57.48,2.59,0,60.07,472.54,1.53,44.75
2824,38.54,23.47,11.66,20.92,62.71,0.83,-4.72,-5.05,-6.02,-7.253012048,-6.02,-4.72,3.91,0,-20.01,22,7.34,39.13,0,46.47,52.89,3.37,26.79
38868,38.62,89.66,62.44,82.11,96.12,0.21,6.08,12.93,5.13,24.42857143,4.32,5.27,37.87,4.81,3.89,97,55.44,8.99,0,64.43,54.39,1.68,22.52
20958,38.69,34.07,13.86,78.01,66.38,0.69,12.51,4.08,4.04,5.855072464,2.9,11.37,24.05,2.13,9.73,289,28.98,13.63,14.49,13.63,61.89,2.65,61.15
1942,38.85,74.51,47.31,64.6,91.95,0.39,6.81,8.79,4.89,12.53846154,3.29,5.21,44.65,3.57,-0.96,27,34.55,8.49,0,43.04,76.93,1.41,124.81
66224,38.92,15.72,5.81,7.29,9.66,0,0.46,0.56,0.43,0,0.29,0.32,84.17,7.23,1.9,52,0.93,0.38,0,1.31,8.78,1.99,0.29
24123,39.27,41.97,19.15,21.51,105.01,1.75,2.6,2.71,2.14,1.222857143,1.62,2.08,378.39,16.03,1.19,1,4.13,1,0,5.13,82.91,3.38,12.86
466,39.35,42.49,16.81,25.12,94.45,0.12,4.41,4.15,3.32,27.66666667,2.57,3.66,33.75,2.33,1.97,19,5.11,11,7.1,16.11,85.48,1.57,60.56
3529,39.38,109.68,65.09,84.15,130.59,2.02,14.64,16.27,12.06,5.97029703,7.83,10.41,21.36,4.53,4.11,30,72.11,17.26,81.43,89.37,107.29,0.97,52.51
7007,39.39,109.83,69.35,127.64,159.99,9.65,6.03,10.19,4.02,0.416580311,3.96,5.97,111.54,13.19,1.21,80,73.98,3,0,76.98,155.27,1.28,21.79
24816,39.52,41.05,40.95,43.78,9.81,0.04,-1.14,-1.13,-1.14,-28.5,-0.95,-0.95,14.46,0,0.1,82,,28.39,0,28.39,8.92,68.74,0
1640,39.58,68.8,84.96,107.04,115.04,0.98,13.78,16.33,11.94,12.18367347,7.91,9.75,78.64,16.05,-0.3,35,27.61,4.87,0,32.48,94.17,2.35,-5.36
5645,39.64,184.39,-1.82,17.21,42.67,1.01,3.89,1.94,0.61,0.603960396,0.47,3.75,364.45,2.73,-29.03,60,119.85,1.5,0,121.35,36.17,0.93,89.66
42897,39.7,40.95,21.95,22.94,3.4,0.22,2.99,1.3,1.3,5.909090909,1.23,2.92,1.55,0.05,34.94,19,0.34,24.86,571.86,25.2,1.94,15.95,20.29
14478,39.83,46.9,8.69,9.7,54.9,5.78,4.54,6.35,4.42,0.764705882,4.4,4.52,1575.99,203.98,18.37,5,12.98,2.12,0,15.1,50.08,4.21,1.33
2174,39.91,207.69,36.68,74.12,1.22,0.96,0.31,0.31,0.31,0.322916667,0.31,0.31,5.8,0.04,1.69,9054,161.63,69.26,16.07,230.89,1.35,1.97,105.9
14229,40.12,90.06,63.19,84.65,372.97,2.07,12.11,16.7,9.71,4.690821256,6.71,9.11,57.04,11.63,3.42,15,57.35,5.58,28.24,62.93,351.36,1.37,25.02
385,40.16,88.7,17.48,33.96,9.05,0.99,-2.6,-3.54,-3.8,-3.838383838,-0.67,0.53,12.99,0,2.43,129,51.05,25.15,38.98,76.2,11.88,1.47,163.71
4394,40.19,42.76,30.84,48.93,85.21,2.1,17,14.7,14.34,6.828571429,9.65,12.31,71.92,19.47,12.83,23,6.63,4.65,146.85,11.28,49.85,3.28,23.49
3002,40.31,34.46,27.29,31.19,66.89,2.95,9.68,9.14,8.87,3.006779661,5.91,6.72,65.68,11.16,9.57,5,0.75,5.09,24.39,5.84,59.21,7.78,20.33
6674,40.33,41.65,16.55,16.82,0,0,-0.04,-0.04,-0.04,0,-0.04,-0.04,10.64,0,0,0,1.26,37.97,0,39.23,0,61.06,12.65
1181,40.36,41.78,5.47,7.44,29.68,0.81,2.86,2.65,2.35,2.901234568,1.57,2.08,91.64,3.54,4.97,11,2.85,4.24,59.4,7.09,25.61,1.27,36.01
43396,40.39,40.68,12.77,13.79,3.32,0,1.45,1.38,1.36,0,1.07,1.16,2.12,0.05,-9.7,11,0.38,19,702.85,19.38,1.56,18.14,0.66
44429,40.48,111.47,84.46,152.32,303.27,0.97,3.84,8.68,1.19,1.226804124,1.13,3.78,47.37,1.35,0.63,80,72.09,8.31,0,80.4,302.34,1.22,24.97
68804,40.57,72.69,53.66,84.11,9.99,2.18,5.81,6.13,5.51,2.527522936,5.04,5.34,31.13,3.94,42.41,0,9.34,2.14,0,11.48,-6.2,1.58,0.65
41535,40.71,84.76,5.15,5.91,5.53,0.12,0.41,-2.95,-3.42,-28.5,-3.48,0.35,10.63,0,-33.74,7,41.58,40.61,17.71,82.19,8.74,1.36,90.21
7045,40.76,65.37,43.28,55.09,69.49,0.19,0.31,1.18,0.21,1.105263158,0.17,0.27,4.09,0.02,0.5,36,24.96,9.89,84.07,34.85,68.22,1.59,1.51
1041,40.77,108.68,72.92,83.58,100.46,0.85,9.62,9.88,8.58,10.09411765,5.46,6.5,44.21,2.61,16.05,26,11.76,20.95,54.37,32.71,79.7,4.31,17.64
35508,40.95,78.63,44.15,51.54,104.73,2.04,9.17,7.32,2.98,1.460784314,2.26,8.45,22.17,1.24,2.34,22,40.47,17.15,0,57.62,86.99,1.48,34.47
2386,41.02,89.53,84.84,88.36,1100.72,0.43,25.04,26.28,25.03,58.20930233,20.79,20.8,29.76,15.26,1.84,0,28.98,13.62,37.46,42.6,1079.44,3.05,0.04
5227,41.07,41.22,16.62,16.73,14.77,0.19,0.3,0,0,0,0,0.3,0.94,0,0.16,102,14,43.77,7,43.77,14.64,199.59,2
65878,41.08,28.74,11.26,13.6,34.96,0.39,8.84,6.24,6.16,15.79487179,5.43,8.11,15.7,3.05,17.39,4,0.06,5.05,0,5.11,24.02,5.05,11.26
3167,41.53,146.93,57.67,93.97,160.96,0.59,8.72,17.98,1.12,1.898305085,0.74,8.34,44.5,0.82,1.06,67,106.88,9,13.41,115.88,132.86,1.24,156.24
39082,41.55,94.25,-1.44,21.44,15.32,2.72,0.67,2.9,-4.23,-1.555147059,-3.13,1.77,37.25,0,6.99,33,50.44,11.57,26.5,62.01,13.78,0.47,154.39
43632,41.63,41.34,41.25,41.31,3.26,0,0.13,0.04,0.03,0,0.02,0.12,16.54,0.01,18.64,6,0.02,24.94,26.09,24.96,2.21,105.38,0.3
28750,41.79,117.07,11.11,26.25,18.85,0.04,-0.33,-0.94,-6.7,-167.5,-6.96,-0.59,42,0,-66.45,198,53.89,12.02,9.47,65.91,16.1,0.56,68.48
1360,41.94,89.72,40.94,66.67,99.25,0.25,9.9,7.59,3.48,13.92,3.79,10.21,132.56,12.08,0.09,37,47.83,3.06,28.44,50.89,70.18,1.26,124.7
2091,42.15,27.35,10.41,,42.07,0.15,2.64,1.93,1.65,11,1.11,2.1,158.32,7.71,1.6,23,5.13,1.4,8.42,6.53,39.09,1.86,19.84
4734,42.18,54.8,32.86,36.72,23.57,1.19,4.98,2.82,2.63,2.210084034,1.61,3.96,60.27,2.27,6.11,5,14.94,6.61,22.26,21.55,22.41,4.14,25.63
7525,42.24,43.22,42.12,42.17,-1,0.22,0.12,0.12,0.12,0.545454545,0.08,0.08,21.08,0.04,4.67,0,0.74,20.09,96.33,20.83,0.04,19.71,1.01
24548,42.27,41.65,-0.26,0.27,0.21,0,-0.02,-0.03,-0.04,0,-0.04,-0.02,158.94,0,76.74,0,,2.62,0,2.62,0.15,2.35,0.03
2981,42.44,78.68,60.89,74.58,118.68,0.01,11.85,14.77,9.88,988,8.58,10.55,54.21,15.27,6.33,23,45.31,5.51,0,50.82,95.66,1.53,12.28
21255,42.55,50.15,30.26,30.9,0.96,0.81,0.34,-0.03,-0.03,-0.037037037,0.02,0.39,10.76,0,50,115,7.73,39.41,12.93,47.14,1.49,73.85,6.38
26293,42.56,42.51,42.32,42.67,3.95,0,0.21,0.2,0.2,0,0.2,0.21,85.22,0.4,2.25,0,0.08,4.98,0,5.06,3.77,166.61,0.22
1350,42.67,91.06,42.8,56.87,78.19,1.41,-3.73,-6.41,-10.89,-7.723404255,-7.72,-0.56,234.32,0,-12.91,54,43.96,1.97,114.4,45.93,75.51,1.06,64.27
8035,42.72,70.11,19.11,34.17,985.65,2.76,3.57,6.75,2.27,0.822463768,2.08,3.38,16.4,0.78,0.25,6,27.46,5.09,23.85,32.55,955.97,0.99,19.29
6118,42.74,125.66,110.8,167.94,343.22,2.26,8.33,16.25,5.57,2.46460177,4.28,7.04,36.11,3.96,0.83,39,69.01,10.8,20.52,79.81,324.63,1.26,44.16
4469,43.08,57.1,0.35,24.37,86.72,0.61,7.73,4.97,2.98,4.885245902,1.73,6.48,29.01,1.19,3.09,37,14.4,14.57,72.95,28.97,60.47,0.81,44.78
7493,43.1,46.14,0.28,0.28,0.23,0,-0.07,-0.07,-0.07,0,-0.07,-0.07,44.94,0,0,20,7.52,9.66,3.76,9.66,0.26,0.66,0.06
13019,43.15,74.65,59.88,74.44,82.86,0.82,0.55,1.77,0.16,0.195121951,0.05,0.44,10.6,0.01,2.81,43,17.97,40.72,10.06,58.69,80.85,2.97,36.23
6813,43.24,41.47,13.62,20.24,32.61,0.23,8,6.91,6.85,29.7826087,4.63,5.78,264.17,47.48,14.71,14,5.4,1.3,0,6.7,21.91,1.95,24.88
6990,43.34,444.02,232.8,304.31,183.35,0.52,-77.18,-45.59,-91.16,-175.3076923,-75.33,-61.35,23.08,0,-61.15,101,285.37,13.72,59.06,299.09,171.19,1.13,277.42
7861,43.41,43.38,20.28,20.42,10.35,0,0.05,0.04,0.04,0,0.03,0.04,12.03,0.01,1.27,0,,36.06,0,36.06,0.65,449.21,0.02
14001,43.41,93.34,18.94,68.04,270.06,1.21,10.14,10.09,3.17,2.619834711,2.29,9.26,20.92,1.27,0.3,39,53.3,18.02,62.71,71.32,225.64,0.93,102.49
45949,43.56,93.91,59.34,85.82,97.68,0.77,12.1,17.22,9.74,12.64935065,6.56,8.92,37.14,6.45,6.68,42,56.7,9.06,52.55,65.76,79.47,1.21,35.27
22459,43.72,53.14,11.69,15.99,24.7,3.94,-1.6,-2.05,-2.75,-0.697969543,-2.83,-1.68,965.33,0,-9.04,16,5.87,0.49,0,6.36,27.48,1.48,23.89
5768,43.75,117.32,73.73,92.06,277.45,0.86,18.28,25.59,15.67,18.22093023,10.2,12.81,285.57,79.96,2.84,13,77.24,1.27,0,78.51,255.05,0.98,41.73
2861,43.82,93.47,71.29,84.22,137.69,0.07,1.24,4.74,0.51,7.285714286,2.28,3.01,85.77,4.6,0.54,23,50.68,4.95,8.24,55.63,131.51,1.45,51.69
7737,43.87,141.59,84.59,138.48,253.95,0.61,8.28,13.07,4.82,7.901639344,3.1,6.56,10.39,0.65,0.21,63,79.92,10.71,0,90.63,192.31,1.15,101.79
2189,43.98,46.34,3.76,10.5,25.71,3.92,5.78,3.37,3.33,0.849489796,2.31,4.76,73.42,3.71,-5.58,18,49.48,5.9,24.74,5.9,15.93,1.39,38.5
34741,43.99,180.7,18.92,52.98,87.14,0.24,0.4,7.9,-7.95,-33.125,-7.95,0.4,35.62,0,-37.71,245,130.1,13.89,63.56,143.99,72.03,0.59,171.55
1213,44.12,87.92,11.78,25.97,196.46,0.36,13.21,7.21,1.86,5.166666667,2.32,13.67,69.4,3.57,1.58,8,45.21,6.14,25.05,51.35,176.39,0.67,234.41
4558,44.22,46.01,21.45,41.96,88.32,2.05,15.46,14.41,12.86,6.273170732,8.33,10.93,53.12,13.48,13.2,31,13.19,3.09,44.59,16.28,65.59,1.48,28.76
